pmid,sentence,label
9169264,The case of a patient with infectious mononucleosis treated with cephalexin who later showed a rash is presented and the previous literature is reviewed.,1
18703274,"It is often misdiagnosed as multiple sclerosis (MS) from which it differs in its clinical presentation, course of disease and prognosis.",0
8586895,"The pharmaceutical company producing Halfan has reported 8 cardiac arrests, leading to 6 deaths, when a higher dose than recommended was used, there was recent or concomitant treatment with mefloquine, there was pre-existing prolongation of the QT interval or the patient had a thiamine deficiency.",1
3521276,Initial treatment including removal of the catheter and antibiotic therapy was unsuccessful and both patients had persistent fever and bacteremia.,0
15338554,OBJECTIVES: To describe the clinicopathologic features of 3 patients with CML who rapidly progressed from chronic phase to blast crisis while taking imatinib and to perform a review of the literature.,1
17119324,"Therefore, these patients might have to be treated with granulocyte colony-stimulating factor to be able to recover from severe neutropenia.",0
701535,"Besides those manifestations, the patient also showed mucocutaneous lesions that were both clinically and histologically indistinguishable from those of pustular psoriasis.",0
19995222,"CONCLUSIONS: These results suggest that clozapine may cause TD; however, the prevalence is low and the severity is relatively mild, with no or mild self-reported discomfort.",1
18607107,She had been on Copaxone 20 mg/day treatment for 2 years when she first exhibited gastrointestinal symptoms.,1
11343567,The attack was successfully treated with aggressive bronchodilator therapy.,0
3107762,"Although he survived the acute stages following injury, his pulmonary function subsequently deteriorated with a damaged trachea and bronchi, repeated attacks of pneumonia, atelectasis, pneumothorax and lung fibrosis, leading to death with hypercapnia (PaCO2 more than 100 mmHg) after 205 days in hospital.",0
9892272,The development of cutaneous ecchymosis associated with a sudden fall in hemoglobin after the administration of alteplase should strongly suggest the possibility of diffuse subfascial hematoma.,1
10682234,"Clonazepam, thioridazine, beta-blockers, anticholinergics, and bromocriptine did not ameliorate his akathisia.",0
8933322,A 16-month-old male presented to the Emergency Department cyanotic and short of breath after ingestion of a hair-care-equipment cleaning solution.,0
7174620,Nine delirious patients suffering from lithium intoxication were examined with the Mini-Mental State Exam (MMS) to describe the clinical course of the disorder.,1
18622319,The patient was ultimately treated with a nasal septal button with good symptom relief.,0
19393899,The infiltrate disappeared within 6 weeks.,0
8511014,A closer look at septic shock.,0
8891729,"Physicians should be aware of the risk of severe AIHA in CLL patients with a history of AIHA or positivation of the DAT during previous fludarabine administration, or in case of secondary fixation of complement to the red cell membrane occurring during fludarabine treatment.",1
7282702,Bradycardia and congestive heart failure associated with ocular timolol maleate.,1
12932249,Many types of skin disorders concomitantly occur with hepatitis C virus infection.,0
9232614,Tamoxifen is suggested to be carcinogenic both through direct genotoxic and epigenetic mechanisms.,1
19017039,A 17-year-old boy with refractory psoriatic arthritis and alpha-1 antitrypsin deficiency who developed a syringotropic hypersensitivity reaction after 9 months of therapy with infliximab and leflunomide is described.,1
14658010,The patients were all women aged 21-55 years.,0
17172571,"The case of a patient with CPH, who had marked epigastric symptoms with indomethacin treatment and responded well to topiramate 150 mg daily, is reported.",0
6344831,There was no evidence of renal hypoperfusion or interstitial nephritis.,0
18020545,"Surprisingly, we found that three patients appeared to develop tardive OGC while taking clozapine.",1
15028328,Phenylpropanolamine (PPA) recently has been publicly implicated as a cause of stroke and other neurologic events.,1
20405504,IVIg may reverse and stabilize the inflammatory process.,0
17395206,Heightened seizure susceptibility associated with brain dermoid cyst and the administration of human chorionic gonadotropin (hCG).,0
2373120,Effects of highly overdosed indomethacin in a preterm infant with symptomatic patent ductus arteriosus.,0
53128,This progressed to tracheal compression with stridor after he had taken some aspirin for relief of the neck pain.,1
17054431,Controversy exists over the appropriateness of administering haematopoietic growth factors to healthy individuals.,0
10698143,"Ibuprofen overdose is usually characterized by GI upset, dizziness, and mild sedation.",1
17804114,He received the full course chemotherapy but without a significant regression.,0
10803790,Case 2: A 43-year-old male alcoholic remained completely abstinent with cyanamide treatment for 5 years and complained of general fatigue.,1
12621956,The diagnosis of hypothermia was delayed until it was apparent for several days but resolved with the discontinuation of risperidone and continuation of clozapine.,1
9494448,Each was analyzed to determine a mechanism of the hypersensitivity reaction and subsequent management outcomes.,0
20118434,"Interferon-induced psychosis as a ""psychiatric contraindication"" to hepatitis C treatment: a review and case-based discussion.",1
18983414,Initiation of posaconazole led to clinical improvement until the patient's demise from bacteremic vancomycin-resistant enterococcal peritonitis.,1
11335880,Chronic viral infection relapsed after the suspension of the IFN-alpha therapy.,0
8455181,Nocardiosis. A literature review with selected case reports in two dogs.,0
9914466,"Since therapeutic trials have failed, prevention of possible causes is the only way to avoid this rare but severe complication of cardiac surgery.",0
20415800,"However, in some patients, surgical removal of the gingival tissue overgrowth becomes necessary.",0
8816294,Both patients underwent cerebrospinal fluid shunting mainly for their hydrocephalus.,0
952263,Patient-initiated rapid atrial pacing to manage supraventricular tachycardia.,0
15045630,"Hospital admissions at Thomas Jefferson University Hospital between 1982 and 2002 that carried the dual diagnosis of systemic lupus erythematosus and pancreatitis were identified, and demographic data, clinical interventions and parameters of clinical progression of their disease were identified.",0
19826099,"In this case, the dose was slowly reduced after delivery, and the maternal lamotrigine serum concentration more than doubled in the week before the neonatal apneic episodes.",0
1321696,A spinal haematoma occurring in the subarachnoid as well as in the subdural space in a patient treated with anticoagulants.,0
2295443,Delayed bowel injury is an infrequently observed complication of chromic phosphate administration.,1
6873616,The literature on thiabendazole-induced cholestasis and its association with sicca complex is reviewed.,1
